pid,pollutant,min,p10,p25,p50,p75,p90,max
735,TN,0,8,15,25,40,70,150
736,TN,0,8,15,25,40,70,150
737,TN,0,8,15,25,40,70,150
738,TN,0,8,15,25,40,70,150
739,TN,0,8,15,25,40,70,150
740,TN,0,8,15,25,40,70,150
741,TN,0,8,15,25,40,70,150
742,TN,0,8,15,25,40,70,150
743,TN,0,8,15,25,40,70,150
744,TN,0,8,15,25,40,70,150
745,TN,0,8,15,25,40,70,150
746,TN,0,8,15,25,40,70,150
747,TN,0,8,15,25,40,70,150
748,TN,0,8,15,25,40,70,150
749,TN,0,8,15,25,40,70,150
750,TN,0,8,15,25,40,70,150
751,TN,0,8,15,25,40,70,150
752,TN,0,8,15,25,40,70,150
753,TN,0,8,15,25,40,70,150
754,TN,0,8,15,25,40,70,150
755,TN,0,8,15,25,40,70,150
756,TN,0,8,15,25,40,70,150
757,TN,0,8,15,25,40,70,150
758,TN,0,8,15,25,40,70,150
759,TN,0,8,15,25,40,70,150
760,TN,0,8,15,25,40,70,150
761,TN,0,8,15,25,40,70,150
762,TN,0,8,15,25,40,70,150
763,TN,0,8,15,25,40,70,150
764,TN,0,8,15,25,40,70,150
765,TN,0,8,15,25,40,70,150
766,TN,0,8,15,25,40,70,150
767,TN,0,8,15,25,40,70,150
768,TN,0,8,15,25,40,70,150
769,TN,0,8,15,25,40,70,150
770,TN,0,8,15,25,40,70,150
771,TN,0,8,15,25,40,70,150
772,TN,0,8,15,25,40,70,150
773,TN,0,8,15,25,40,70,150
774,TN,0,8,15,25,40,70,150
775,TN,0,8,15,25,40,70,150
776,TN,0,8,15,25,40,70,150
777,TN,0,8,15,25,40,70,150
778,TN,0,8,15,25,40,70,150
779,TN,0,8,15,25,40,70,150
780,TN,0,8,15,25,40,70,150
781,TN,0,8,15,25,40,70,150
782,TN,0,8,15,25,40,70,150
783,TN,0,8,15,25,40,70,150
784,TN,0,8,15,25,40,70,150
785,TN,0,8,15,25,40,70,150
786,TN,0,8,15,25,40,70,150
787,TN,0,8,15,25,40,70,150
788,TN,0,8,15,25,40,70,150
789,TN,0,8,15,25,40,70,150
790,TN,0,8,15,25,40,70,150
791,TN,0,8,15,25,40,70,150
792,TN,0,8,15,25,40,70,150
793,TN,0,8,15,25,40,70,150
794,TN,0,8,15,25,40,70,150
795,TN,0,8,15,25,40,70,150
796,TN,0,8,15,25,40,70,150
797,TN,0,8,15,25,40,70,150
798,TN,0,8,15,25,40,70,150
799,TN,0,8,15,25,40,70,150
800,TN,0,8,15,25,40,70,150
801,TN,0,8,15,25,40,70,150
802,TN,0,8,15,25,40,70,150
803,TN,0,8,15,25,40,70,150
804,TN,0,8,15,25,40,70,150
805,TN,0,8,15,25,40,70,150
806,TN,0,8,15,25,40,70,150
807,TN,0,8,15,25,40,70,150
808,TN,0,8,15,25,40,70,150
809,TN,0,8,15,25,40,70,150
810,TN,0,8,15,25,40,70,150
811,TN,0,8,15,25,40,70,150
812,TN,0,8,15,25,40,70,150
813,TN,0,8,15,25,40,70,150
814,TN,0,8,15,25,40,70,150
815,TN,0,8,15,25,40,70,150
816,TN,0,8,15,25,40,70,150
817,TN,0,8,15,25,40,70,150
818,TN,0,8,15,25,40,70,150
819,TN,0,8,15,25,40,70,150
820,TN,0,8,15,25,40,70,150
821,TN,0,8,15,25,40,70,150
822,TN,0,8,15,25,40,70,150
823,TN,0,8,15,25,40,70,150
824,TN,0,8,15,25,40,70,150
825,TN,0,8,15,25,40,70,150
826,TN,0,8,15,25,40,70,150
827,TN,0,8,15,25,40,70,150
828,TN,0,8,15,25,40,70,150
829,TN,0,8,15,25,40,70,150
830,TN,0,8,15,25,40,70,150
831,TN,0,8,15,25,40,70,150
832,TN,0,8,15,25,40,70,150
833,TN,0,8,15,25,40,70,150
834,TN,0,8,15,25,40,70,150
835,TN,0,8,15,25,40,70,150
836,TN,0,8,15,25,40,70,150
837,TN,0,8,15,25,40,70,150
838,TN,0,8,15,25,40,70,150
839,TN,0,8,15,25,40,70,150
840,TN,0,8,15,25,40,70,150
841,TN,0,8,15,25,40,70,150
842,TN,0,8,15,25,40,70,150
843,TN,0,8,15,25,40,70,150
844,TN,0,8,15,25,40,70,150
845,TN,0,8,15,25,40,70,150
846,TN,0,8,15,25,40,70,150
847,TN,0,8,15,25,40,70,150
848,TN,0,8,15,25,40,70,150
849,TN,0,8,15,25,40,70,150
850,TN,0,8,15,25,40,70,150
851,TN,0,8,15,25,40,70,150
852,TN,0,8,15,25,40,70,150
853,TN,0,8,15,25,40,70,150
854,TN,0,8,15,25,40,70,150
855,TN,0,8,15,25,40,70,150
856,TN,0,8,15,25,40,70,150
857,TN,0,8,15,25,40,70,150
858,TN,0,8,15,25,40,70,150
859,TN,0,8,15,25,40,70,150
860,TN,0,8,15,25,40,70,150
861,TN,0,8,15,25,40,70,150
862,TN,0,8,15,25,40,70,150
863,TN,0,8,15,25,40,70,150
864,TN,0,8,15,25,40,70,150
865,TN,0,8,15,25,40,70,150
866,TN,0,8,15,25,40,70,150
867,TN,0,8,15,25,40,70,150
868,TN,0,8,15,25,40,70,150
869,TN,0,8,15,25,40,70,150
870,TN,0,8,15,25,40,70,150
871,TN,0,8,15,25,40,70,150
872,TN,0,8,15,25,40,70,150
873,TN,0,8,15,25,40,70,150
874,TN,0,8,15,25,40,70,150
875,TN,0,8,15,25,40,70,150
876,TN,0,8,15,25,40,70,150
877,TN,0,8,15,25,40,70,150
878,TN,0,8,15,25,40,70,150
879,TN,0,8,15,25,40,70,150
880,TN,0,8,15,25,40,70,150
881,TN,0,8,15,25,40,70,150
882,TN,0,8,15,25,40,70,150
883,TN,0,8,15,25,40,70,150
884,TN,0,8,15,25,40,70,150
885,TN,0,8,15,25,40,70,150
886,TN,0,8,15,25,40,70,150
887,TN,0,8,15,25,40,70,150
888,TN,0,8,15,25,40,70,150
889,TN,0,8,15,25,40,70,150
890,TN,0,8,15,25,40,70,150
891,TN,0,8,15,25,40,70,150
892,TN,0,8,15,25,40,70,150
893,TN,0,8,15,25,40,70,150
894,TN,0,8,15,25,40,70,150
895,TN,0,8,15,25,40,70,150
896,TN,0,8,15,25,40,70,150
897,TN,0,8,15,25,40,70,150
898,TN,0,8,15,25,40,70,150
899,TN,0,8,15,25,40,70,150
900,TN,0,8,15,25,40,70,150
901,TN,0,8,15,25,40,70,150
902,TN,0,8,15,25,40,70,150
903,TN,0,8,15,25,40,70,150
904,TN,0,8,15,25,40,70,150
905,TN,0,8,15,25,40,70,150
906,TN,0,8,15,25,40,70,150
907,TN,0,8,15,25,40,70,150
908,TN,0,8,15,25,40,70,150
909,TN,0,8,15,25,40,70,150
910,TN,0,8,15,25,40,70,150
911,TN,0,8,15,25,40,70,150
912,TN,0,8,15,25,40,70,150
913,TN,0,8,15,25,40,70,150
914,TN,0,8,15,25,40,70,150
915,TN,0,8,15,25,40,70,150
916,TN,0,8,15,25,40,70,150
917,TN,0,8,15,25,40,70,150
918,TN,0,8,15,25,40,70,150
919,TN,0,8,15,25,40,70,150
920,TN,0,8,15,25,40,70,150
921,TN,0,8,15,25,40,70,150
922,TN,0,8,15,25,40,70,150
923,TN,0,8,15,25,40,70,150
924,TN,0,8,15,25,40,70,150
925,TN,0,8,15,25,40,70,150
926,TN,0,8,15,25,40,70,150
927,TN,0,8,15,25,40,70,150
928,TN,0,8,15,25,40,70,150
929,TN,0,8,15,25,40,70,150
930,TN,0,8,15,25,40,70,150
931,TN,0,8,15,25,40,70,150
932,TN,0,8,15,25,40,70,150
933,TN,0,8,15,25,40,70,150
934,TN,0,8,15,25,40,70,150
935,TN,0,8,15,25,40,70,150
936,TN,0,8,15,25,40,70,150
937,TN,0,8,15,25,40,70,150
938,TN,0,8,15,25,40,70,150
939,TN,0,8,15,25,40,70,150
940,TN,0,8,15,25,40,70,150
941,TN,0,8,15,25,40,70,150
942,TN,0,8,15,25,40,70,150
943,TN,0,8,15,25,40,70,150
944,TN,0,8,15,25,40,70,150
945,TN,0,8,15,25,40,70,150
946,TN,0,8,15,25,40,70,150
947,TN,0,8,15,25,40,70,150
948,TN,0,8,15,25,40,70,150
949,TN,0,8,15,25,40,70,150
950,TN,0,8,15,25,40,70,150
951,TN,0,8,15,25,40,70,150
952,TN,0,8,15,25,40,70,150
953,TN,0,8,15,25,40,70,150
954,TN,0,8,15,25,40,70,150
955,TN,0,8,15,25,40,70,150
956,TN,0,8,15,25,40,70,150
957,TN,0,8,15,25,40,70,150
958,TN,0,8,15,25,40,70,150
959,TN,0,8,15,25,40,70,150
960,TN,0,8,15,25,40,70,150
961,TN,0,8,15,25,40,70,150
962,TN,0,8,15,25,40,70,150
963,TN,0,8,15,25,40,70,150
964,TN,0,8,15,25,40,70,150
965,TN,0,8,15,25,40,70,150
966,TN,0,8,15,25,40,70,150
967,TN,0,8,15,25,40,70,150
968,TN,0,8,15,25,40,70,150
969,TN,0,8,15,25,40,70,150
970,TN,0,8,15,25,40,70,150
971,TN,0,8,15,25,40,70,150
972,TN,0,8,15,25,40,70,150
973,TN,0,8,15,25,40,70,150
974,TN,0,8,15,25,40,70,150
975,TN,0,8,15,25,40,70,150
976,TN,0,8,15,25,40,70,150
977,TN,0,8,15,25,40,70,150
978,TN,0,8,15,25,40,70,150
979,TN,0,8,15,25,40,70,150
980,TN,0,8,15,25,40,70,150
981,TN,0,8,15,25,40,70,150
982,TN,0,8,15,25,40,70,150
983,TN,0,8,15,25,40,70,150
984,TN,0,8,15,25,40,70,150
985,TN,0,8,15,25,40,70,150
986,TN,0,8,15,25,40,70,150
987,TN,0,8,15,25,40,70,150
988,TN,0,8,15,25,40,70,150
989,TN,0,8,15,25,40,70,150
990,TN,0,8,15,25,40,70,150
991,TN,0,8,15,25,40,70,150
992,TN,0,8,15,25,40,70,150
993,TN,0,8,15,25,40,70,150
994,TN,0,8,15,25,40,70,150
995,TN,0,8,15,25,40,70,150
996,TN,0,8,15,25,40,70,150
997,TN,0,8,15,25,40,70,150
998,TN,0,8,15,25,40,70,150
999,TN,0,8,15,25,40,70,150
1000,TN,0,8,15,25,40,70,150
1001,TN,0,8,15,25,40,70,150
1002,TN,0,8,15,25,40,70,150
1003,TN,0,8,15,25,40,70,150
1004,TN,0,8,15,25,40,70,150
1005,TN,0,8,15,25,40,70,150
1006,TN,0,8,15,25,40,70,150
1007,TN,0,8,15,25,40,70,150
1008,TN,0,8,15,25,40,70,150
1009,TN,0,8,15,25,40,70,150
1010,TN,0,8,15,25,40,70,150
1011,TN,0,8,15,25,40,70,150
1012,TN,0,8,15,25,40,70,150
1013,TN,0,8,15,25,40,70,150
1014,TN,0,8,15,25,40,70,150
1015,TN,0,8,15,25,40,70,150
1016,TN,0,8,15,25,40,70,150
1017,TN,0,8,15,25,40,70,150
1018,TN,0,8,15,25,40,70,150
1019,TN,0,8,15,25,40,70,150
1020,TN,0,8,15,25,40,70,150
1021,TN,0,8,15,25,40,70,150
1022,TN,0,8,15,25,40,70,150
1023,TN,0,8,15,25,40,70,150
1024,TN,0,8,15,25,40,70,150
1025,TN,0,8,15,25,40,70,150
1026,TN,0,8,15,25,40,70,150
1027,TN,0,8,15,25,40,70,150
1028,TN,0,8,15,25,40,70,150
1029,TN,0,8,15,25,40,70,150
1030,TN,0,8,15,25,40,70,150
1031,TN,0,8,15,25,40,70,150
1032,TN,0,8,15,25,40,70,150
1033,TN,0,8,15,25,40,70,150
1034,TN,0,8,15,25,40,70,150
1035,TN,0,8,15,25,40,70,150
1036,TN,0,8,15,25,40,70,150
1037,TN,0,8,15,25,40,70,150
1038,TN,0,8,15,25,40,70,150
1039,TN,0,8,15,25,40,70,150
1040,TN,0,8,15,25,40,70,150
1041,TN,0,8,15,25,40,70,150
1042,TN,0,8,15,25,40,70,150
1043,TN,0,8,15,25,40,70,150
1044,TN,0,8,15,25,40,70,150
1045,TN,0,8,15,25,40,70,150
1046,TN,0,8,15,25,40,70,150
1047,TN,0,8,15,25,40,70,150
1048,TN,0,8,15,25,40,70,150
1049,TN,0,8,15,25,40,70,150
1050,TN,0,8,15,25,40,70,150
1051,TN,0,8,15,25,40,70,150
1052,TN,0,8,15,25,40,70,150
1053,TN,0,8,15,25,40,70,150
1054,TN,0,8,15,25,40,70,150
1055,TN,0,8,15,25,40,70,150
1056,TN,0,8,15,25,40,70,150
1057,TN,0,8,15,25,40,70,150
1058,TN,0,8,15,25,40,70,150
1059,TN,0,8,15,25,40,70,150
1060,TN,0,8,15,25,40,70,150
1061,TN,0,8,15,25,40,70,150
1062,TN,0,8,15,25,40,70,150
1063,TN,0,8,15,25,40,70,150
1064,TN,0,8,15,25,40,70,150
1065,TN,0,8,15,25,40,70,150
1066,TN,0,8,15,25,40,70,150
1067,TN,0,8,15,25,40,70,150
1068,TN,0,8,15,25,40,70,150
1069,TN,0,8,15,25,40,70,150
1070,TN,0,8,15,25,40,70,150
1071,TN,0,8,15,25,40,70,150
1072,TN,0,8,15,25,40,70,150
1073,TN,0,8,15,25,40,70,150
1074,TN,0,8,15,25,40,70,150
1075,TN,0,8,15,25,40,70,150
1076,TN,0,8,15,25,40,70,150
1077,TN,0,8,15,25,40,70,150
1078,TN,0,8,15,25,40,70,150
1079,TN,0,8,15,25,40,70,150
1080,TN,0,8,15,25,40,70,150
1081,TN,0,8,15,25,40,70,150
1082,TN,0,8,15,25,40,70,150
1083,TN,0,8,15,25,40,70,150
1084,TN,0,8,15,25,40,70,150
1085,TN,0,8,15,25,40,70,150
1086,TN,0,8,15,25,40,70,150
1087,TN,0,8,15,25,40,70,150
1088,TN,0,8,15,25,40,70,150
1089,TN,0,8,15,25,40,70,150
1090,TN,0,8,15,25,40,70,150
1091,TN,0,8,15,25,40,70,150
1092,TN,0,8,15,25,40,70,150
1093,TN,0,8,15,25,40,70,150
1094,TN,0,8,15,25,40,70,150
1095,TN,0,8,15,25,40,70,150
1096,TN,0,8,15,25,40,70,150
1097,TN,0,8,15,25,40,70,150
1098,TN,0,8,15,25,40,70,150
1099,TN,0,8,15,25,40,70,150
1100,TN,0,8,15,25,40,70,150
1101,TN,0,8,15,25,40,70,150
1102,TN,0,8,15,25,40,70,150
1103,TN,0,8,15,25,40,70,150
1104,TN,0,8,15,25,40,70,150
1105,TN,0,8,15,25,40,70,150
1106,TN,0,8,15,25,40,70,150
1107,TN,0,8,15,25,40,70,150
1108,TN,0,8,15,25,40,70,150
1109,TN,0,8,15,25,40,70,150
1110,TN,0,8,15,25,40,70,150
1111,TN,0,8,15,25,40,70,150
1112,TN,0,8,15,25,40,70,150
1113,TN,0,8,15,25,40,70,150
1114,TN,0,8,15,25,40,70,150
1115,TN,0,8,15,25,40,70,150
1116,TN,0,8,15,25,40,70,150
1117,TN,0,8,15,25,40,70,150
1118,TN,0,8,15,25,40,70,150
1119,TN,0,8,15,25,40,70,150
1120,TN,0,8,15,25,40,70,150
1121,TN,0,8,15,25,40,70,150
1122,TN,0,8,15,25,40,70,150
1123,TN,0,8,15,25,40,70,150
1124,TN,0,8,15,25,40,70,150
1125,TN,0,8,15,25,40,70,150
1126,TN,0,8,15,25,40,70,150
1127,TN,0,8,15,25,40,70,150
1128,TN,0,8,15,25,40,70,150
1129,TN,0,8,15,25,40,70,150
1130,TN,0,8,15,25,40,70,150
1131,TN,0,8,15,25,40,70,150
1132,TN,0,8,15,25,40,70,150
1133,TN,0,8,15,25,40,70,150
1134,TN,0,8,15,25,40,70,150
1135,TN,0,8,15,25,40,70,150
1136,TN,0,8,15,25,40,70,150
1137,TN,0,8,15,25,40,70,150
1138,TN,0,8,15,25,40,70,150
1139,TN,0,8,15,25,40,70,150
1140,TN,0,8,15,25,40,70,150
1141,TN,0,8,15,25,40,70,150
1142,TN,0,8,15,25,40,70,150
1143,TN,0,8,15,25,40,70,150
1144,TN,0,8,15,25,40,70,150
1145,TN,0,8,15,25,40,70,150
1146,TN,0,8,15,25,40,70,150
1147,TN,0,8,15,25,40,70,150
1148,TN,0,8,15,25,40,70,150
1149,TN,0,8,15,25,40,70,150
1150,TN,0,8,15,25,40,70,150
1151,TN,0,8,15,25,40,70,150
1152,TN,0,8,15,25,40,70,150
1153,TN,0,8,15,25,40,70,150
1154,TN,0,8,15,25,40,70,150
1155,TN,0,8,15,25,40,70,150
1156,TN,0,8,15,25,40,70,150
1157,TN,0,8,15,25,40,70,150
1158,TN,0,8,15,25,40,70,150
1159,TN,0,8,15,25,40,70,150
1160,TN,0,8,15,25,40,70,150
1161,TN,0,8,15,25,40,70,150
1162,TN,0,8,15,25,40,70,150
1163,TN,0,8,15,25,40,70,150
1164,TN,0,8,15,25,40,70,150
1165,TN,0,8,15,25,40,70,150
1166,TN,0,8,15,25,40,70,150
1167,TN,0,8,15,25,40,70,150
1168,TN,0,8,15,25,40,70,150
1169,TN,0,8,15,25,40,70,150
1170,TN,0,8,15,25,40,70,150
1171,TN,0,8,15,25,40,70,150
1172,TN,0,8,15,25,40,70,150
1173,TN,0,8,15,25,40,70,150
1174,TN,0,8,15,25,40,70,150
1175,TN,0,8,15,25,40,70,150
1176,TN,0,8,15,25,40,70,150
1177,TN,0,8,15,25,40,70,150
1178,TN,0,8,15,25,40,70,150
1179,TN,0,8,15,25,40,70,150
1180,TN,0,8,15,25,40,70,150
1181,TN,0,8,15,25,40,70,150
1182,TN,0,8,15,25,40,70,150
1183,TN,0,8,15,25,40,70,150
1184,TN,0,8,15,25,40,70,150
1185,TN,0,8,15,25,40,70,150
1186,TN,0,8,15,25,40,70,150
1187,TN,0,8,15,25,40,70,150
1188,TN,0,8,15,25,40,70,150
1189,TN,0,8,15,25,40,70,150
1190,TN,0,8,15,25,40,70,150
1191,TN,0,8,15,25,40,70,150
1192,TN,0,8,15,25,40,70,150
1193,TN,0,8,15,25,40,70,150
1194,TN,0,8,15,25,40,70,150
1195,TN,0,8,15,25,40,70,150
1196,TN,0,8,15,25,40,70,150
1197,TN,0,8,15,25,40,70,150
1198,TN,0,8,15,25,40,70,150
1199,TN,0,8,15,25,40,70,150
1200,TN,0,8,15,25,40,70,150
1201,TN,0,8,15,25,40,70,150
1202,TN,0,8,15,25,40,70,150
1203,TN,0,8,15,25,40,70,150
1204,TN,0,8,15,25,40,70,150
1205,TN,0,8,15,25,40,70,150
1206,TN,0,8,15,25,40,70,150
1207,TN,0,8,15,25,40,70,150
1208,TN,0,8,15,25,40,70,150
1209,TN,0,8,15,25,40,70,150
1210,TN,0,8,15,25,40,70,150
1211,TN,0,8,15,25,40,70,150
1212,TN,0,8,15,25,40,70,150
1213,TN,0,8,15,25,40,70,150
1214,TN,0,8,15,25,40,70,150
1215,TN,0,8,15,25,40,70,150
1216,TN,0,8,15,25,40,70,150
1217,TN,0,8,15,25,40,70,150
1218,TN,0,8,15,25,40,70,150
1219,TN,0,8,15,25,40,70,150
1220,TN,0,8,15,25,40,70,150
1221,TN,0,8,15,25,40,70,150
1222,TN,0,8,15,25,40,70,150
1223,TN,0,8,15,25,40,70,150
1224,TN,0,8,15,25,40,70,150
1225,TN,0,8,15,25,40,70,150
1226,TN,0,8,15,25,40,70,150
1227,TN,0,8,15,25,40,70,150
1228,TN,0,8,15,25,40,70,150
1229,TN,0,8,15,25,40,70,150
1230,TN,0,8,15,25,40,70,150
1231,TN,0,8,15,25,40,70,150
1232,TN,0,8,15,25,40,70,150
1233,TN,0,8,15,25,40,70,150
1234,TN,0,8,15,25,40,70,150
1235,TN,0,8,15,25,40,70,150
1236,TN,0,8,15,25,40,70,150
1237,TN,0,8,15,25,40,70,150
1238,TN,0,8,15,25,40,70,150
1239,TN,0,8,15,25,40,70,150
1240,TN,0,8,15,25,40,70,150
1241,TN,0,8,15,25,40,70,150
1242,TN,0,8,15,25,40,70,150
1243,TN,0,8,15,25,40,70,150
1244,TN,0,8,15,25,40,70,150
1245,TN,0,8,15,25,40,70,150
1246,TN,0,8,15,25,40,70,150
1247,TN,0,8,15,25,40,70,150
1248,TN,0,8,15,25,40,70,150
1249,TN,0,8,15,25,40,70,150
1250,TN,0,8,15,25,40,70,150
1251,TN,0,8,15,25,40,70,150
1252,TN,0,8,15,25,40,70,150
1253,TN,0,8,15,25,40,70,150
1254,TN,0,8,15,25,40,70,150
1255,TN,0,8,15,25,40,70,150
1256,TN,0,8,15,25,40,70,150
1257,TN,0,8,15,25,40,70,150
1258,TN,0,8,15,25,40,70,150
1259,TN,0,8,15,25,40,70,150
1260,TN,0,8,15,25,40,70,150
1261,TN,0,8,15,25,40,70,150
1262,TN,0,8,15,25,40,70,150
1263,TN,0,8,15,25,40,70,150
1264,TN,0,8,15,25,40,70,150
1265,TN,0,8,15,25,40,70,150
1266,TN,0,8,15,25,40,70,150
1267,TN,0,8,15,25,40,70,150
1268,TN,0,8,15,25,40,70,150
1269,TN,0,8,15,25,40,70,150
1270,TN,0,8,15,25,40,70,150
1271,TN,0,8,15,25,40,70,150
1272,TN,0,8,15,25,40,70,150
1273,TN,0,8,15,25,40,70,150
1274,TN,0,8,15,25,40,70,150
1275,TN,0,8,15,25,40,70,150
1276,TN,0,8,15,25,40,70,150
1277,TN,0,8,15,25,40,70,150
1278,TN,0,8,15,25,40,70,150
1279,TN,0,8,15,25,40,70,150
1280,TN,0,8,15,25,40,70,150
1281,TN,0,8,15,25,40,70,150
1282,TN,0,8,15,25,40,70,150
1283,TN,0,8,15,25,40,70,150
1284,TN,0,8,15,25,40,70,150
1285,TN,0,8,15,25,40,70,150
1286,TN,0,8,15,25,40,70,150
1287,TN,0,8,15,25,40,70,150
1288,TN,0,8,15,25,40,70,150
1289,TN,0,8,15,25,40,70,150
1290,TN,0,8,15,25,40,70,150
1291,TN,0,8,15,25,40,70,150
1292,TN,0,8,15,25,40,70,150
1293,TN,0,8,15,25,40,70,150
1294,TN,0,8,15,25,40,70,150
1295,TN,0,8,15,25,40,70,150
1296,TN,0,8,15,25,40,70,150
1297,TN,0,8,15,25,40,70,150
1298,TN,0,8,15,25,40,70,150
1299,TN,0,8,15,25,40,70,150
1300,TN,0,8,15,25,40,70,150
1301,TN,0,8,15,25,40,70,150
1302,TN,0,8,15,25,40,70,150
1303,TN,0,8,15,25,40,70,150
1304,TN,0,8,15,25,40,70,150
1305,TN,0,8,15,25,40,70,150
1306,TN,0,8,15,25,40,70,150
1307,TN,0,8,15,25,40,70,150
1308,TN,0,8,15,25,40,70,150
1309,TN,0,8,15,25,40,70,150
1310,TN,0,8,15,25,40,70,150
1311,TN,0,8,15,25,40,70,150
1312,TN,0,8,15,25,40,70,150
1313,TN,0,8,15,25,40,70,150
1314,TN,0,8,15,25,40,70,150
1315,TN,0,8,15,25,40,70,150
1316,TN,0,8,15,25,40,70,150
1317,TN,0,8,15,25,40,70,150
1318,TN,0,8,15,25,40,70,150
1319,TN,0,8,15,25,40,70,150
1320,TN,0,8,15,25,40,70,150
1321,TN,0,8,15,25,40,70,150
1322,TN,0,8,15,25,40,70,150
1323,TN,0,8,15,25,40,70,150
1324,TN,0,8,15,25,40,70,150
1325,TN,0,8,15,25,40,70,150
1326,TN,0,8,15,25,40,70,150
1327,TN,0,8,15,25,40,70,150
1328,TN,0,8,15,25,40,70,150
1329,TN,0,8,15,25,40,70,150
1330,TN,0,8,15,25,40,70,150
1331,TN,0,8,15,25,40,70,150
1332,TN,0,8,15,25,40,70,150
1333,TN,0,8,15,25,40,70,150
1334,TN,0,8,15,25,40,70,150
1335,TN,0,8,15,25,40,70,150
1336,TN,0,8,15,25,40,70,150
1337,TN,0,8,15,25,40,70,150
1338,TN,0,8,15,25,40,70,150
1339,TN,0,8,15,25,40,70,150
1340,TN,0,8,15,25,40,70,150
1341,TN,0,8,15,25,40,70,150
1342,TN,0,8,15,25,40,70,150
1343,TN,0,8,15,25,40,70,150
1344,TN,0,8,15,25,40,70,150
1345,TN,0,8,15,25,40,70,150
1346,TN,0,8,15,25,40,70,150
1347,TN,0,8,15,25,40,70,150
1348,TN,0,8,15,25,40,70,150
1349,TN,0,8,15,25,40,70,150
1350,TN,0,8,15,25,40,70,150
1351,TN,0,8,15,25,40,70,150
1352,TN,0,8,15,25,40,70,150
1353,TN,0,8,15,25,40,70,150
1354,TN,0,8,15,25,40,70,150
1355,TN,0,8,15,25,40,70,150
1356,TN,0,8,15,25,40,70,150
1357,TN,0,8,15,25,40,70,150
1358,TN,0,8,15,25,40,70,150
1359,TN,0,8,15,25,40,70,150
1360,TN,0,8,15,25,40,70,150
1361,TN,0,8,15,25,40,70,150
1362,TN,0,8,15,25,40,70,150
1363,TN,0,8,15,25,40,70,150
1364,TN,0,8,15,25,40,70,150
1365,TN,0,8,15,25,40,70,150
1366,TN,0,8,15,25,40,70,150
1367,TN,0,8,15,25,40,70,150
1368,TN,0,8,15,25,40,70,150
1369,TN,0,8,15,25,40,70,150
1370,TN,0,8,15,25,40,70,150
1371,TN,0,8,15,25,40,70,150
1372,TN,0,8,15,25,40,70,150
1373,TN,0,8,15,25,40,70,150
1374,TN,0,8,15,25,40,70,150
1375,TN,0,8,15,25,40,70,150
1376,TN,0,8,15,25,40,70,150
1377,TN,0,8,15,25,40,70,150
1378,TN,0,8,15,25,40,70,150
1379,TN,0,8,15,25,40,70,150
1380,TN,0,8,15,25,40,70,150
1381,TN,0,8,15,25,40,70,150
1382,TN,0,8,15,25,40,70,150
1383,TN,0,8,15,25,40,70,150
1384,TN,0,8,15,25,40,70,150
1385,TN,0,8,15,25,40,70,150
1386,TN,0,8,15,25,40,70,150
1387,TN,0,8,15,25,40,70,150
1388,TN,0,8,15,25,40,70,150
1389,TN,0,8,15,25,40,70,150
1390,TN,0,8,15,25,40,70,150
1391,TN,0,8,15,25,40,70,150
1392,TN,0,8,15,25,40,70,150
1393,TN,0,8,15,25,40,70,150
1394,TN,0,8,15,25,40,70,150
1395,TN,0,8,15,25,40,70,150
1396,TN,0,8,15,25,40,70,150
1397,TN,0,8,15,25,40,70,150
1398,TN,0,8,15,25,40,70,150
1399,TN,0,8,15,25,40,70,150
1400,TN,0,8,15,25,40,70,150
1401,TN,0,8,15,25,40,70,150
1402,TN,0,8,15,25,40,70,150
1403,TN,0,8,15,25,40,70,150
1404,TN,0,8,15,25,40,70,150
1405,TN,0,8,15,25,40,70,150
1406,TN,0,8,15,25,40,70,150
1407,TN,0,8,15,25,40,70,150
1408,TN,0,8,15,25,40,70,150
1409,TN,0,8,15,25,40,70,150
1410,TN,0,8,15,25,40,70,150
1411,TN,0,8,15,25,40,70,150
1412,TN,0,8,15,25,40,70,150
1413,TN,0,8,15,25,40,70,150
1414,TN,0,8,15,25,40,70,150
1415,TN,0,8,15,25,40,70,150
1416,TN,0,8,15,25,40,70,150
1417,TN,0,8,15,25,40,70,150
1418,TN,0,8,15,25,40,70,150
1419,TN,0,8,15,25,40,70,150
1420,TN,0,8,15,25,40,70,150
1421,TN,0,8,15,25,40,70,150
1422,TN,0,8,15,25,40,70,150
1423,TN,0,8,15,25,40,70,150
1424,TN,0,8,15,25,40,70,150
1425,TN,0,8,15,25,40,70,150
1426,TN,0,8,15,25,40,70,150
1427,TN,0,8,15,25,40,70,150
1428,TN,0,8,15,25,40,70,150
1429,TN,0,8,15,25,40,70,150
1430,TN,0,8,15,25,40,70,150
1431,TN,0,8,15,25,40,70,150
1432,TN,0,8,15,25,40,70,150
1433,TN,0,8,15,25,40,70,150
1434,TN,0,8,15,25,40,70,150
1435,TN,0,8,15,25,40,70,150
1436,TN,0,8,15,25,40,70,150
1437,TN,0,8,15,25,40,70,150
1438,TN,0,8,15,25,40,70,150
1439,TN,0,8,15,25,40,70,150
1440,TN,0,8,15,25,40,70,150
1441,TN,0,8,15,25,40,70,150
1442,TN,0,8,15,25,40,70,150
1443,TN,0,8,15,25,40,70,150
1444,TN,0,8,15,25,40,70,150
1445,TN,0,8,15,25,40,70,150
